1,1,53.16,60.88,124.25,64.19,1,1,0.0
1,2,0.0,12.8,18.3,29.099999999999998,1,1,1.0
1,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
1,4,316.73,0.7,393.66999999999996,117.19,1,1,1.0
2,1,35.52,56.87,120.38,63.03000000000001,1,1,0.0
2,2,0.0,17.7,11.1,24.2,1,1,1.0
2,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
2,4,316.38,0.7,393.66999999999996,117.19,1,1,1.0
3,1,18.89,54.9,114.21,59.6,1,1,0.0
3,2,0.0,22.2,2.6,19.7,1,1,1.0
3,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
3,4,316.04,0.7,393.66,117.19,1,1,1.0
4,1,2.26,52.2,109.53999999999999,60.0,1,1,0.0
4,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
4,4,314.65,0.7,393.6700000000001,117.19,1,1,1.0
5,1,0.33,47.95,91.77,56.14999999999999,1,1,0.0
5,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
5,4,313.96,0.01,393.67,117.19,1,1,1.0
6,1,0.33,47.95,75.17,54.55,1,1,0.0
6,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
6,4,313.26,0.35,393.66999999999996,117.19000000000001,1,1,1.0
7,1,0.0,43.69,59.3,53.41,1,1,0.0
7,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
7,4,312.57,0.7,393.67,117.19,1,1,1.0
8,1,0.0,39.44,42.3,54.86,1,1,0.0
8,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
8,4,310.49,1.39,393.66999999999996,117.19,1,1,1.0
9,1,0.0,39.44,27.6,47.86,1,1,0.0
9,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
9,4,309.11,0.0,393.65999999999997,116.5,1,1,1.0
10,1,0.0,46.4,14.8,36.300000000000004,1,1,0.0
10,3,92.72,0.0,227.29999999999998,61.84,1,1,0.0
10,4,308.41,0.0,393.67,116.5,1,1,1.0
